,Method,Overlap,Overlap (Standardized Difference of Means),Relative CATE Error (percentage)
223,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",91.00050824169475
224,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",2.855888488524921
225,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",38.98161304777352
226,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",33.82286423131035
227,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",8.012607818651983
228,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",33.595201290931634
229,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",4.850321343511723
230,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",0.7462576119615572
231,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",38.20708108565568
232,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",70.00154960057591
233,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",53.31034878589575
234,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",35.80867846487296
235,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",2.415674469080949
236,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",23.167632358909522
237,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",43.757037349000306
238,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",15.75867992025331
239,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",15.333665930051735
240,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",43.39917828531411
241,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",25.747216639468835
242,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",30.819742796784087
243,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",25.255698777598525
244,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",2.8191600637190803
245,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",10.224066668003317
246,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.28645091016003
247,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",35.406405954021075
248,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",98.12665755075773
249,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",19.40246040572153
250,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",24.320326747153135
251,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",41.78831228922172
252,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",43.13949659874252
253,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",35.04286898111618
254,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",1.7530572538544467
255,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",5.851700638199923
256,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",0.4066492128902974
257,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",24.24262958832061
258,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",74.71946922769878
259,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",41.627730331834364
260,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",1.754033328505114
261,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",33.81102141976199
262,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.953249477414171
263,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",7.749115899328865
264,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.598005966661743
265,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",44.106413595723446
266,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",2.7244165201150605
267,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",5.030971267960122
268,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.9371466048189
269,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",14.852585425861372
270,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",210.3659923266035
271,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",34.21996459506757
272,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",19.5768206736277
273,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",19.272795126279007
274,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",10.749820397747927
275,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",5.677661590829844
276,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",80.52906055465424
277,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",7.751269694121541
278,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",98.23629903357411
279,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",27.117397082004402
280,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",25.279691066452425
281,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.521534166032893
282,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",13.56440499586128
283,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",99.3202906197068
284,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",12.171539719719908
285,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",15.954716860777927
286,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",44.52072345904987
287,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",0.4838395594852937
288,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",21.150368771685987
289,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",75.96116769011378
290,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",24.76569598765992
291,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",28.90154519181758
292,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",22.76828606277287
293,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",28.385179305331533
294,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.00038692873817
295,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.528215333573664
296,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",17.925896717959752
297,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",125.73068639948188
298,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",16.63037471057649
299,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",19.79998225398987
300,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.922958108455445
301,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",3.6053215133189003
302,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",10.196251221767632
303,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",7.193299903150276
304,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.48742612537792
305,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",3.087052208553737
306,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",0.009469789785717077
307,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",39.34975726621941
308,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",20.888587122384177
309,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",10.48894206798125
310,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.57236320750689
311,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",44.271403959329206
312,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.79110426393149
313,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",17.337440537013652
314,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.477494236203334
315,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",35.866343920342004
316,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",107.71998592035104
317,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",110.40349150040969
318,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.821105246678776
319,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",22.713863532418813
320,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",2.689011847336898
321,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",1.4674840786177787
322,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",24.27414709582996
323,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",42.50377324158302
324,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",42.92758094567552
325,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",25.705542154331134
326,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",0.9268474901784655
327,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",14.286006380091484
328,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",10.168350606449962
329,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",51.247493226212626
330,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",50.84535716924786
331,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",7.84676921185582
332,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",5.7935425124996565
333,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",3.9172484227977553
334,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",15.225966324380547
335,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",4.1145940612835075
336,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",84.95749334417263
337,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",14.257740338551447
338,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.127326363337675
339,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",10.281809553307786
340,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",1.4719130543734187
341,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",15.911516480166723
342,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.697684353805638
343,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",5.247371125879387
344,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",24.57462651006919
345,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",4.801809190436654
346,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",145.5220632112264
347,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",16.45310002154231
348,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",19.50734372928879
349,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",7.515862998173612
350,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",29.577908863416404
351,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.204711271090755
352,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",5.052729607388918
353,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",167.4334344480266
354,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",1.0038972679952625
355,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",14.888704447761668
356,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",27.69351147827796
357,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",71.30632760009259
358,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",7.020703062655286
359,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.804132970265147
360,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",41.11608309998348
361,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",16.301872868667274
362,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.959563100322434
363,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",61.33326173957838
364,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",7.026573453117295
365,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",16.802108276660725
366,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",35.35588922559739
367,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.942625948157962
368,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",4.60199946791975
369,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",27.90947317735844
370,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",12.3038532144929
371,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",0.886877720249472
372,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",29.226224768940966
373,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.201935752566469
374,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",31.94578519843577
375,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.50882594529025
376,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",15.122524531884851
377,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.730437089259851
378,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",47.10452054155611
379,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",31.23750287993648
380,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",20.95456918396465
381,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",12.945541483834486
382,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",89.95822185291156
383,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.127887475914825
384,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",20.989415255678704
385,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",45.730121638171326
386,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",12.353494900289416
387,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.550031109394924
388,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",31.933486278083407
389,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",42.960677144739385
390,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.864725582113085
391,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",27.84090842852868
392,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",125.5867092168798
393,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",18.07254072786183
394,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",19.965450119867196
395,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",44.680166883725775
396,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",10.262646986250223
397,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",19.156197706124058
398,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",25.358353050549283
399,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",1.1491114484109681
400,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",21.929469642537853
401,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",20.39177747624227
402,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",39.144517289275655
403,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",17.175001728981034
404,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",37.7151873642794
405,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",23.241183921348924
406,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",8.82793829801861
407,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",27.147257124419422
408,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",2.7107094638286355
409,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",33.468228519388774
410,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",51.524699602125736
411,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",28.05222278588875
412,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.185134459328644
413,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",2.7808011215364763
414,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",49.15915885745279
415,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.669175140379415
416,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.142232468528576
417,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",44.8725351405516
418,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",57.20172629458546
419,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",64.14841547214661
420,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",26.76657652905645
421,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.722296816658064
422,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",2.8676712815401095
423,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",8.648432971272793
424,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",30.895608824810388
425,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.317211273961743
426,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",21.237230089265623
427,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.925441610690251
428,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",30.759568754402867
429,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",28.75255961867508
430,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",28.215523215525728
431,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.219353312391291
432,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",13.079428750573296
433,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.368707353004671
434,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",33.94647524708906
435,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",20.547773500895737
436,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",47.92871992985552
437,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",23.71873939379723
438,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",54.114472432026226
439,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",17.98926138056268
440,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",16.341640062812925
441,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",10.686750640108949
442,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",22.349787091988947
443,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",29.560304831410967
444,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.16003247465569
445,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",16.505991538635477
446,MALTS,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",64.72906727078718
